City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Coihaique,CL,-45.5752,-72.0662,56.88,89,0,6.89,clear sky
231,Solnechnyy,RU,50.7214,136.6319,-6.66,77,29,3.69,scattered clouds
232,Iqaluit,CA,63.7506,-68.5145,8.33,78,90,18.99,light snow
233,Chicama,PE,-7.8447,-79.1469,63.14,81,100,5.1,overcast clouds
234,Kampong Thum,KH,12.7111,104.8887,73.51,65,94,9.28,overcast clouds
235,Tazovskiy,RU,67.4667,78.7,-41.75,99,74,5.06,broken clouds
236,Yambio,SS,4.5721,28.3955,74.59,45,90,2.21,overcast clouds
237,Alekseyevsk,RU,57.8406,108.3492,-13.59,97,100,5.73,overcast clouds
238,Hare Bay,CA,48.8499,-54.0148,24.19,85,100,20.89,light snow
239,Ust-Omchug,RU,61.15,149.6333,-36.47,100,92,3.22,overcast clouds
240,Bekhteyevka,RU,50.8072,37.2085,29.3,85,98,13.4,overcast clouds
241,Namibe,AO,-15.1961,12.1522,68.23,72,98,6.13,overcast clouds
242,Ancud,CL,-41.8697,-73.8203,57.42,96,0,5.3,clear sky
243,Forio,IT,40.7342,13.8646,49.82,55,6,9.95,clear sky
244,Saldanha,ZA,-33.0117,17.9442,60.85,94,17,9.66,few clouds
245,Sarangani,PH,5.4033,125.4636,83.66,76,25,17.56,scattered clouds
246,Lucapa,AO,-8.4192,20.7447,63.91,97,91,0.85,overcast clouds
247,Te Anau,NZ,-45.4167,167.7167,58.24,89,100,9.53,overcast clouds
248,Kissidougou,GN,9.1848,-10.0999,68.29,30,10,2.1,clear sky
249,Port Macquarie,AU,-31.4333,152.9167,89.56,62,61,16.42,broken clouds
250,Nanjing,CN,32.0617,118.7778,49.77,30,100,5.91,overcast clouds
251,Sena Madureira,BR,-9.0656,-68.6569,75.2,98,100,1.01,moderate rain
252,Gasa,PS,31.5,34.4667,55.38,58,0,13.71,clear sky
253,Nikolskoye,RU,59.7035,30.7861,35.02,95,100,10.29,light snow
254,Victoria,HK,22.2855,114.1577,64.26,50,100,4.0,overcast clouds
255,Nacala,MZ,-14.5428,40.6728,73.62,96,65,4.25,broken clouds
256,Samarai,PG,-10.6167,150.6667,83.89,68,100,12.73,overcast clouds
257,Airai,TL,-8.9266,125.4092,75.29,55,91,1.28,overcast clouds
258,Andros Town,BS,24.7,-77.7667,76.96,76,100,18.19,overcast clouds
259,Moron,AR,-34.6534,-58.6198,76.98,77,0,4.0,clear sky
260,Doka,SD,13.5167,35.7667,71.49,38,21,9.35,few clouds
261,Rabaul,PG,-4.1967,152.1721,80.2,81,100,0.76,light rain
262,San Lorenzo,PY,-25.3333,-57.5333,85.59,48,0,3.0,clear sky
263,Ostrovnoy,RU,68.0531,39.5131,15.26,86,100,19.15,overcast clouds
264,Blythe,US,33.6103,-114.5964,57.65,19,1,5.75,clear sky
265,Suhindol,BG,43.1917,25.1811,29.89,85,31,7.52,scattered clouds
266,Bubaque,GW,11.2833,-15.8333,78.62,59,15,18.05,few clouds
267,Paamiut,GL,61.994,-49.6678,32.2,85,100,7.9,overcast clouds
268,Santa Maria,BR,-29.6842,-53.8069,70.9,73,20,17.27,few clouds
269,Xinmin,CN,41.9908,122.8253,26.85,36,0,11.39,clear sky
270,Okulovka,RU,58.4008,33.2908,31.42,98,100,9.64,light snow
271,Praia,CV,14.9215,-23.5087,72.14,83,75,14.97,broken clouds
272,Kommunar,RU,59.6206,30.39,34.66,93,100,12.86,overcast clouds
273,Sur,OM,22.5667,59.5289,67.35,67,100,2.24,overcast clouds
274,Sola,VU,-13.8833,167.55,81.75,72,53,4.97,broken clouds
275,Kloulklubed,PW,7.0419,134.2556,84.7,68,55,16.24,broken clouds
276,Jatai,BR,-17.8814,-51.7144,71.38,92,100,1.66,moderate rain
277,Alghero,IT,40.5589,8.3181,41.09,87,0,4.61,clear sky
278,Nantucket,US,41.2835,-70.0995,44.71,93,90,6.91,mist
279,Storforshei,NO,66.4043,14.5233,35.65,98,98,6.67,light rain
280,Conakry,GN,9.538,-13.6773,75.36,75,26,10.87,scattered clouds
281,Pestravka,RU,52.405,49.9583,24.21,97,100,5.3,overcast clouds
282,Port Hardy,CA,50.6996,-127.4199,41.0,100,75,4.61,broken clouds
283,Stornoway,GB,58.2093,-6.3865,44.92,92,90,1.14,overcast clouds
284,Haveli,PK,30.4502,73.6989,44.51,21,15,3.36,few clouds
285,Savinka,RU,50.0785,47.0994,27.23,97,100,9.15,light snow
286,Djougou,BJ,9.7085,1.666,72.14,21,7,9.57,clear sky
287,Mana,GF,5.6592,-53.7767,77.09,90,10,6.26,clear sky
288,Havoysund,NO,70.9963,24.6622,32.88,85,81,14.45,broken clouds
289,Binzhou,CN,37.3667,118.0167,38.7,37,0,10.98,clear sky
290,Sorong,ID,-0.8833,131.25,83.64,77,13,4.52,few clouds
291,Itarema,BR,-2.9248,-39.9167,80.91,77,100,16.08,overcast clouds
292,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.56,86,100,10.2,overcast clouds
293,Veraval,IN,20.9,70.3667,66.0,39,5,14.52,clear sky
294,Abu Dhabi,AE,24.4667,54.3667,68.02,67,0,2.3,clear sky
295,Puerto Escondido,MX,15.85,-97.0667,81.43,69,1,0.0,clear sky
296,Paracale,PH,14.2804,122.7881,81.27,85,91,10.49,overcast clouds
297,Itoman,JP,26.1247,127.6694,65.17,51,75,18.41,broken clouds
298,Kruisfontein,ZA,-34.0033,24.7314,56.88,90,58,5.86,broken clouds
299,Cine,TR,37.6117,28.0614,45.5,97,100,5.5,light rain
300,Siocon,PH,7.7061,122.1353,86.04,63,100,2.71,overcast clouds
301,Moose Factory,CA,51.2585,-80.6094,-0.4,78,75,4.61,broken clouds
302,Nambiyur,IN,11.3667,77.3333,72.99,87,27,3.11,scattered clouds
303,Staryy Nadym,RU,65.6118,72.6842,-35.82,99,30,7.07,scattered clouds
304,Araouane,ML,18.9048,-3.5265,68.09,15,11,11.12,few clouds
305,Tynda,RU,55.1667,124.7167,-13.22,93,96,0.85,overcast clouds
306,Goderich,CA,43.7501,-81.7165,32.92,86,100,9.22,overcast clouds
307,Faanui,PF,-16.4833,-151.75,79.97,74,7,9.37,light rain
308,Poso,ID,-1.3959,120.7524,86.27,64,99,2.42,overcast clouds
309,Port Hedland,AU,-20.3167,118.5667,109.45,7,19,18.41,few clouds
310,Taltal,CL,-25.4,-70.4833,65.37,80,93,2.37,overcast clouds
311,Tembisa,ZA,-25.9964,28.2268,54.3,97,100,6.76,light rain
312,Bauchi,NG,10.5,10.0,58.37,40,8,5.59,clear sky
313,San Pedro,PH,14.35,121.0167,74.43,96,90,4.61,moderate rain
314,Shache,CN,38.4167,77.2406,20.19,68,2,3.2,clear sky
315,Ashoknagar,IN,24.5667,77.7167,45.19,44,0,3.31,clear sky
316,Zlobin,HR,45.2924,14.6541,30.16,77,0,3.44,clear sky
317,Tiarei,PF,-17.5333,-149.3333,82.42,73,87,10.27,light rain
318,Rocha,UY,-34.4833,-54.3333,58.57,94,0,7.18,clear sky
319,Copiapo,CL,-27.3667,-70.3333,56.89,64,100,3.13,overcast clouds
320,Falam,MM,22.9167,93.6833,55.09,77,0,1.05,clear sky
321,Kendari,ID,-3.945,122.4989,85.14,73,100,3.06,overcast clouds
322,Sept-Iles,CA,50.2001,-66.3821,14.43,70,20,4.0,few clouds
323,Palatka,US,29.6486,-81.6376,72.45,84,66,3.33,broken clouds
324,Ilhabela,BR,-23.7781,-45.3581,72.54,86,80,7.07,broken clouds
325,Dudinka,RU,69.4058,86.1778,-41.64,100,59,1.01,broken clouds
326,Gao,ML,16.6362,1.637,63.28,17,0,14.5,clear sky
327,Egvekinot,RU,66.3167,-179.1667,0.14,96,100,11.21,light snow
328,Kavieng,PG,-2.5744,150.7967,81.77,80,100,15.46,moderate rain
329,Abu Kamal,SY,34.4506,40.9171,54.77,53,84,4.56,broken clouds
330,Olafsvik,IS,64.8945,-23.7142,44.85,96,100,20.0,overcast clouds
331,Dickinson,US,29.4608,-95.0513,60.98,94,90,4.0,overcast clouds
332,Kieta,PG,-6.2167,155.6333,80.87,79,100,4.07,overcast clouds
333,Knysna,ZA,-34.0363,23.0471,66.2,76,100,4.18,overcast clouds
334,Kawalu,ID,-7.3817,108.2082,82.38,69,85,3.33,overcast clouds
335,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,48.96,78,16,6.69,few clouds
336,Ciudad Guayana,VE,8.3533,-62.6528,73.74,96,100,5.66,overcast clouds
337,Ballina,AU,-28.8667,153.5667,86.18,59,40,14.97,scattered clouds
338,Guasdualito,VE,7.2424,-70.7324,78.76,83,0,0.0,clear sky
339,Kavaratti,IN,10.5669,72.642,81.91,67,30,10.92,scattered clouds
340,Wamba,NG,8.9333,8.6,69.04,33,16,4.34,few clouds
341,Venado Tuerto,AR,-33.7456,-61.9688,74.79,27,0,10.07,clear sky
342,Otsuki,JP,35.6,138.9333,40.23,31,0,3.0,clear sky
343,Byumba,RW,-1.5763,30.0675,55.6,93,99,2.73,overcast clouds
344,Wanning,CN,18.8003,110.3967,67.05,81,100,19.04,overcast clouds
345,Abalak,RU,58.1286,68.5944,10.45,95,100,8.61,light snow
346,Chiang Klang,TH,19.2938,100.8617,75.43,61,40,1.43,scattered clouds
347,Lincoln,US,40.8,-96.667,22.95,73,90,1.99,overcast clouds
348,Tautira,PF,-17.7333,-149.15,82.42,74,83,10.94,light rain
349,Huatulco,MX,15.8436,-96.3267,78.87,78,20,4.43,few clouds
350,Faya,SA,18.3851,42.4509,55.92,62,7,2.24,clear sky
351,Davila,PH,18.4726,120.5763,82.38,82,100,28.57,overcast clouds
352,Jumla,NP,29.2747,82.1838,28.18,25,0,5.57,clear sky
353,Mayskiy,RU,47.6931,40.1025,31.41,80,82,10.51,broken clouds
354,Sorland,NO,67.667,12.6934,40.95,83,100,37.8,light rain
355,Marfino,RU,55.7028,37.3822,26.85,92,90,13.42,snow
356,Tashla,RU,51.7716,52.7427,32.13,99,100,8.7,light snow
357,Port Elizabeth,ZA,-33.918,25.5701,59.09,83,70,12.17,broken clouds
358,Srednekolymsk,RU,67.45,153.6833,-45.92,100,91,4.61,overcast clouds
359,Tessalit,ML,20.1986,1.0114,63.75,21,0,10.07,clear sky
360,Saint George,US,37.1041,-113.5841,43.39,51,1,1.01,clear sky
361,Cockburn Town,TC,21.4612,-71.1419,78.76,61,40,12.66,scattered clouds
362,Belle Fourche,US,44.6714,-103.8522,36.25,47,69,3.62,broken clouds
363,Batagay,RU,67.6333,134.6333,-30.48,98,100,1.5,overcast clouds
364,Ocean Springs,US,30.4113,-88.8278,69.82,100,20,0.0,light rain
365,Libreville,GA,0.3925,9.4537,82.42,83,40,4.61,scattered clouds
366,La Mana,EC,-0.9333,-79.2167,83.89,88,100,0.49,overcast clouds
367,Hambantota,LK,6.1241,81.1185,71.94,100,75,4.61,broken clouds
368,Aklavik,CA,68.2191,-135.0107,-3.17,99,95,4.12,overcast clouds
369,Husavik,IS,66.0449,-17.3389,33.71,89,100,9.55,overcast clouds
370,Tibati,CM,6.4667,12.6333,67.03,35,99,2.62,overcast clouds
371,Tilichiki,RU,60.4667,166.1,-2.58,96,97,9.82,overcast clouds
372,San Felipe,VE,10.3399,-68.7425,71.83,95,94,5.08,overcast clouds
373,Umtata,ZA,-31.5889,28.7844,52.11,96,1,3.27,clear sky
374,Manado,ID,1.487,124.8455,79.57,94,75,9.22,broken clouds
375,Sarkand,KZ,45.41,79.9186,31.73,59,100,8.72,overcast clouds
376,Mgandu,TZ,-5.95,34.1333,62.92,91,82,2.37,light rain
377,Arica,CL,-18.475,-70.3042,66.43,72,75,4.61,broken clouds
378,Nyurba,RU,63.2842,118.3319,-49.76,100,100,0.69,overcast clouds
379,Batticaloa,LK,7.7102,81.6924,79.34,74,100,11.45,overcast clouds
380,Banda Aceh,ID,5.5577,95.3222,76.6,86,100,9.04,overcast clouds
381,Rajgarh,IN,28.6333,75.3833,46.18,18,0,6.38,clear sky
382,Zhuhai,CN,22.2769,113.5678,63.99,55,20,20.71,few clouds
383,Talkha,EG,31.0539,31.3779,49.42,66,4,11.56,clear sky
384,Shar,KZ,49.5886,81.0453,16.65,79,100,15.57,overcast clouds
385,Una,IN,20.8167,71.0333,62.83,43,0,12.39,clear sky
386,Orlik,RU,52.5178,99.825,9.43,90,80,9.22,broken clouds
387,Touros,BR,-5.1989,-35.4608,81.5,75,76,13.94,broken clouds
388,Huilong,CN,31.8111,121.655,44.98,36,97,7.29,overcast clouds
389,Ust-Maya,RU,60.4167,134.5333,-30.77,97,100,1.03,overcast clouds
390,Mehamn,NO,71.0357,27.8492,28.78,84,99,25.01,overcast clouds
391,Roald,NO,62.5833,6.1333,43.16,70,90,13.8,overcast clouds
392,Avera,US,33.194,-82.5271,65.08,94,100,9.19,heavy intensity rain
393,San Quintin,MX,30.4833,-115.95,57.76,58,0,4.36,clear sky
394,Baglan,AF,36.1307,68.7083,44.73,30,42,3.33,scattered clouds
395,Purna,IN,19.1833,77.05,59.04,67,3,5.79,clear sky
396,Ibotirama,BR,-12.1853,-43.2206,76.71,72,100,1.95,overcast clouds
397,Teguldet,RU,57.3064,88.1667,-1.48,99,100,4.47,overcast clouds
398,Zyryanka,RU,65.75,150.85,-46.84,100,100,3.29,overcast clouds
399,Samana,DO,19.2056,-69.3369,77.2,68,100,10.96,overcast clouds
400,Lynn Haven,US,30.2455,-85.6483,73.02,97,90,3.0,overcast clouds
401,Clyde River,CA,70.4692,-68.5914,3.43,92,100,14.97,light snow
402,Vao,NC,-22.6667,167.4833,76.46,85,20,23.85,few clouds
403,Mangrol,IN,21.1167,70.1167,64.26,41,4,12.15,clear sky
404,Yar-Sale,RU,66.8333,70.8333,-29.2,99,26,5.73,scattered clouds
405,Camana,PE,-16.6228,-72.7111,68.25,83,99,6.96,overcast clouds
406,Lillehammer,NO,61.1146,10.4674,33.04,74,3,10.47,clear sky
407,Koumac,NC,-20.5667,164.2833,79.93,68,70,10.78,broken clouds
408,Palmer,US,42.1584,-72.3287,36.48,86,90,4.61,light rain
409,Ust-Uda,RU,54.1742,103.0304,21.88,89,100,8.93,overcast clouds
410,Ust-Kuyga,RU,70.0167,135.6,-29.13,98,100,2.37,overcast clouds
411,Cabo San Lucas,MX,22.8909,-109.9124,73.71,78,20,3.44,few clouds
412,Port-Gentil,GA,-0.7193,8.7815,79.97,81,47,6.58,scattered clouds
413,Vila Velha,BR,-20.3297,-40.2925,71.55,96,90,5.99,overcast clouds
414,Harper,LR,4.375,-7.7169,79.61,84,95,6.71,overcast clouds
415,Boden,SE,65.8252,21.6886,30.2,78,98,7.36,overcast clouds
416,Viedma,AR,-40.8135,-62.9967,77.56,53,0,13.47,clear sky
417,Guabito,PA,9.5,-82.6167,75.49,90,26,3.2,scattered clouds
418,Sawtell,AU,-30.3833,153.1,86.02,54,31,13.8,scattered clouds
419,Yanam,IN,16.7333,82.2167,70.2,69,0,4.18,heavy intensity rain
420,Puerto Lumbreras,ES,37.5633,-1.8097,53.98,81,99,7.07,overcast clouds
421,Magdagachi,RU,53.45,125.8,-6.36,90,99,4.14,overcast clouds
422,Ust-Tsilma,RU,65.441,52.1498,-17.52,100,96,3.65,overcast clouds
423,Meulaboh,ID,4.1363,96.1285,75.02,89,100,6.38,moderate rain
424,Chapais,CA,49.7834,-74.8492,8.38,95,100,2.91,overcast clouds
425,Sechura,PE,-5.5569,-80.8222,70.09,75,100,15.19,overcast clouds
426,Shestakovo,RU,56.4915,103.96,-0.53,96,100,7.58,light snow
427,Bemidji,US,47.4736,-94.8803,4.17,83,1,0.0,clear sky
428,Pishva,IR,35.308,51.7267,42.01,87,80,6.53,broken clouds
429,Portland,US,45.5234,-122.6762,52.59,92,90,1.99,moderate rain
430,Calderitas,MX,18.55,-88.25,76.78,88,7,7.09,clear sky
431,Kuusamo,FI,65.9667,29.1833,19.44,93,90,4.61,light snow
432,Sulangan,PH,11.1373,123.7228,81.16,80,70,7.07,broken clouds
433,Broken Hill,AU,-31.95,141.4333,74.91,78,100,8.05,overcast clouds
434,Coquimbo,CL,-29.9533,-71.3436,60.53,82,0,5.75,clear sky
435,Lavrentiya,RU,65.5833,-171.0,-0.35,94,100,7.85,overcast clouds
436,Santo Antonio Do Monte,BR,-20.0872,-45.2936,65.26,94,12,13.35,light rain
437,Miandrivazo,MG,-19.5167,45.4667,77.34,82,13,2.08,few clouds
438,Tutin,RS,42.9903,20.3314,14.49,96,52,5.48,broken clouds
439,Lamu,KE,-2.2717,40.902,79.02,89,5,6.76,moderate rain
440,Nishihara,JP,26.1842,127.7558,64.45,50,75,6.91,broken clouds
441,Broome,US,42.2506,-75.833,41.85,87,90,4.0,light rain
442,Novobirilyussy,RU,56.9514,90.6661,7.93,93,100,6.85,overcast clouds
443,Byron Bay,AU,-28.65,153.6167,86.11,55,73,14.58,broken clouds
444,Jaisalmer,IN,26.9147,70.9181,53.87,16,2,6.69,clear sky
445,Qaqortoq,GL,60.7167,-46.0333,45.1,95,100,18.59,moderate rain
446,Strezhevoy,RU,60.7333,77.5889,-34.02,100,20,3.76,few clouds
447,Monte Escobedo,MX,22.3,-103.5833,52.65,39,81,3.69,broken clouds
448,Itaporanga,BR,-7.3044,-38.1503,82.11,54,58,10.56,broken clouds
449,Mareeba,AU,-17.0,145.4333,86.32,32,36,5.53,scattered clouds
450,Asau,RO,46.4333,26.4,35.76,95,99,6.08,overcast clouds
451,Tupik,RU,54.4253,119.9327,-6.5,85,100,2.04,overcast clouds
452,Charters Towers,AU,-20.1,146.2667,92.28,22,0,8.48,clear sky
453,Lata,PT,40.1629,-8.3327,51.82,75,0,6.42,clear sky
454,Matara,LK,5.9485,80.5353,76.26,90,71,6.87,broken clouds
455,Visby,SE,57.6409,18.296,41.77,87,3,16.11,clear sky
456,High Level,CA,58.5169,-117.136,-9.29,84,75,4.61,light snow
457,Mehendiganj,BD,22.8167,90.5333,65.41,64,0,8.37,clear sky
458,Nuuk,GL,64.1835,-51.7216,32.61,64,40,10.36,scattered clouds
459,Noumea,NC,-22.2763,166.4572,87.78,99,68,17.38,broken clouds
460,Ilulissat,GL,69.2167,-51.1,37.42,48,84,26.46,broken clouds
